,price_try,make,series,model,year,km,transmission,fuel,body_type,warranty,from_,wheel_drive,cylinder_number,torque_nm,engine_capacity_cc,engine_power_hp,max_power_rpm,min_power_rpm,acceleration_0to100_sec,max_speed_kmh,average_fuel_consumption_lt,painted_changed
66,1165000,BMW,1 Serisi,116d Premium Line,2018,146000,Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Arkadan İtiş,3,270,1496,116,4000,1750,"10,3",200,"3,9",Tamamı orjinal
67,410000,Volkswagen,Passat,1.6 Comfortline,2004,350000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1595,102,,,"12,7",192,"7,7",Belirtilmemiş
68,505000,Opel,Corsa,1.4 Twinport Enjoy,2008,149000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,125,1364,90,,,"12,4",173,"6,2",Belirtilmemiş
69,865000,Honda,Civic,1.6 i-VTEC ECO Elegance,2017,165000,Yarı Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1597,125,6500,4300,"11,6",196,"6,7",Belirtilmemiş
70,495000,Ford,Fiesta,1.4 TDCi Trend,2012,154000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1398,70,4000,1750,"14,9",162,"4,2","1 değişen, 6 boyalı"
71,905000,Toyota,Corolla,1.6 Touch,2018,153000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1598,132,6400,4400,"11,1",190,"6,1",Belirtilmemiş
72,655000,Opel,Astra,1.6 CDTI Design,2016,203000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,136,3500,2000,"11,6",200,"5,1",6 boyalı
73,539900,Renault,Megane,1.5 dCi Privilege,2010,244274,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,105,4000,2000,"10,9",190,"4,5",Tamamı orjinal
74,1420000,Volkswagen,Passat,1.5 TSi Impression,2019,67000,Yarı Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1498,150,5000,1500,"8,6",213,"5,3",Tamamı orjinal
75,665000,Fiat,Egea,1.4 Fire Easy,2018,14000,Düz,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Tamamı orjinal
76,1398000,BMW,3 Serisi,320i ED Sport Line,2014,139500,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1598,170,4800,1500,"7,6",230,"5,3",Belirtilmemiş
77,669000,Renault,Clio,0.9 TCe Joy,2019,30500,Düz,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,3,140,898,90,5000,2500,"12,9",178,5,Tamamı orjinal
78,694000,Renault,Clio,0.9 TCe Joy,2019,19950,Düz,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,3,140,898,90,5000,2500,"12,9",178,5,Tamamı orjinal
79,1550000,BMW,5 Serisi,520d M Sport,2012,215000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,380,1995,184,4000,2750,"8,1",225,"5,2",Belirtilmemiş
80,830000,BMW,7 Serisi,730d Standart,2005,367000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,6,520,2993,231,4000,2750,"7,8",238,"8,2",Belirtilmemiş
81,1100950,Audi,A6,A6 Sedan 2.0 TDI,2010,262000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,350,1968,170,4000,1750,"8,9",218,"6,2",Tamamı orjinal
82,1110950,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2016,323000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,Belirtilmemiş
83,715000,Volkswagen,Polo,1.2 TSi Comfortline,2014,159000,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1197,90,4800,1400,"10,8",184,"4,7","2 değişen, 1 boyalı"
84,337500,Opel,Corsa,1.4 Swing,1996,285000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,120,1388,90,,,"12,5",180,,5 boyalı
85,570000,Renault,Fluence,1.5 dCi Touch,2014,215000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4",Belirtilmemiş
86,1615000,Mercedes - Benz,C,C 180 AMG,2014,143700,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1595,156,5300,4000,"8,5",223,"5,8",Tamamı orjinal
87,1265000,Skoda,SuperB,1.6 TDI Prestige,2015,197500,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,105,4400,1500,"12,2",193,"4,6",Belirtilmemiş
88,685500,Renault,Fluence,1.5 dCi Icon,2014,194000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,110,4000,2000,"11,5",185,"4,4","1 değişen, 2 boyalı"
89,1395000,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2015,172000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,105,4400,2500,"12,2",193,"4,7",Belirtilmemiş
90,1475000,Volkswagen,Passat,1.6 TDi BlueMotion Highline,2016,174000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,105,4400,2500,"12,2",193,"4,7",Belirtilmemiş
91,402500,Renault,Clio,1.5 dCi Extreme,2011,190000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1461,70,4000,1700,"15,2",162,"4,5",9 boyalı
92,745000,Fiat,Egea,1.4 Fire Easy Plus,2021,22000,Düz,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,127,1368,95,6000,4500,"11,5",185,"5,7",Tamamı orjinal
93,537000,Hyundai,Accent Era,1.4 Team,2011,232000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,125,1399,97,6000,4700,"14,5",168,"7,6",Tamamı orjinal
94,920000,Renault,Megane,1.5 dCi Joy,2018,77000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",4 boyalı
95,275000,Renault,Megane,1.6 Coupe RXE,2001,229000,Düz,Benzin,Coupe,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1598,107,,,"9,6",198,"6,9",Belirtilmemiş
96,1150000,Seat,Leon,1.2 TSI Style,2018,72700,Yarı Otomatik,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,175,1197,110,4600,1400,"10,2",191,"4,9",Belirtilmemiş
97,341750,Ford,Fiesta,1.4 TDCi Comfort,2008,345000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1399,68,4000,2000,15,164,"4,3",Belirtilmemiş
98,835000,Hyundai,Elantra,1.6 CRDi Elite,2015,135000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,280,1582,136,4000,1900,"11,5",190,"5,8",3 boyalı
99,875000,Hyundai,Elantra,1.6 CRDi Style Plus,2017,180000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,300,1582,136,4000,1900,11,200,"4,1",Belirtilmemiş
100,485000,Opel,Corsa,1.4 Twinport Enjoy,2007,278000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,125,1364,90,,,"12,4",173,"6,2",Belirtilmemiş
101,935000,Toyota,Corolla,1.4 D-4D Advance,2017,145000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,205,1364,90,3800,1800,"14,7",180,"4,1","1 değişen, 2 boyalı"
102,850000,Renault,Megane,1.5 dCi Joy,2017,200000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8","1 değişen, 2 boyalı"
103,952000,Opel,Astra,1.6 CDTI Dynamic,2016,163000,Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,136,3500,2000,"9,7",205,"4,6",Belirtilmemiş
104,280000,Nissan,Micra,1.3 GX,1997,214000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,103,1275,75,,,12,170,"6,2",Belirtilmemiş
105,1110000,Renault,Megane,1.5 dCi Icon,2017,75000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Belirtilmemiş
106,2320000,Mercedes - Benz,E,250 CDI Premium,2014,160000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,4WD (Sürekli),4,500,2143,204,3800,1800,"7,9",238,"5,7",Belirtilmemiş
107,875000,Opel,Astra,1.6 Edition Plus,2017,52000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,155,1598,115,6000,4000,"11,9",193,"6,5",Belirtilmemiş
108,613900,Renault,Fluence,1.6 Touch,2015,170000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,156,1598,115,6000,4250,"11,9",175,"6,3",Belirtilmemiş
109,1125000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,205000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,120,4000,1750,"10,8",206,4,2 boyalı
110,550000,Fiat,Linea,1.3 Multijet Pop,2016,110000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Tamamı orjinal
111,628000,Seat,Ibiza,1.2 TSI Reference,2017,137000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1197,90,5400,1400,"10,7",184,"4,9",4 boyalı
112,585000,Renault,Symbol,1.5 dCi Joy,2016,81000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,2",167,"3,9",Belirtilmemiş
113,470000,Opel,Corsa,1.3 CDTI Essentia,2014,215000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,190,1248,75,4000,1750,"14,9",163,"4,2","3 değişen, 5 boyalı"
114,335000,Seat,Cordoba,1.9 TDI Signo,2004,268000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1896,100,,,"11,1",192,"4,9",8 boyalı
115,192500,Tofaş,Kartal,SLX,1994,50000,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Galeriden,Arkadan İtiş,4,131,1581,83,5800,3250,,168,,Belirtilmemiş
116,799000,Volkswagen,Golf,1.2 TSi Comfortline,2013,146000,Düz,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,175,1197,105,5000,1550,"10,2",192,"4,9",Belirtilmemiş
117,1355000,Skoda,SuperB,1.6 TDI Comfort,2018,110000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,250,1598,120,3500,1500,11,206,"4,1",Belirtilmemiş
118,730000,Ford,Focus,1.6 TDCi Trend X,2015,240000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,230,1560,95,3600,1500,"12,6",182,"4,5",6 boyalı
119,924900,Renault,Megane,1.5 dCi Icon,2017,148000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Belirtilmemiş
120,715900,Citroen,C-Elysee,1.5 BlueHDi Feel,2021,56200,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1499,100,3500,1750,"10,1",189,"3,9",Belirtilmemiş
121,1410000,Volkswagen,Passat,1.6 TDi BlueMotion Impression,2018,132000,Yarı Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,250,1598,120,4000,1500,"10,8",206,4,Tamamı orjinal
122,635000,Opel,Astra,1.6 Enjoy,2010,170000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,155,1598,115,,,"11,7",188,"6,3",Belirtilmemiş
123,668900,Renault,Clio,1.5 dCi Touch,2017,198000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,9",176,"3,7","1 değişen, 3 boyalı"
124,1798000,Mercedes - Benz,C,C 180 AMG 9G-Tronic,2017,120000,Otomatik,Benzin,Coupe,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1595,156,5300,1250,"8,8",226,"5,9",Tamamı orjinal
125,763000,Nissan,Micra,1.2 Match,2018,13000,Otomatik,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,3,110,1198,80,6000,4000,"14,5",161,"5,4",3 boyalı
126,1195000,Opel,Insignia,1.6 CDTI Sport,2017,84000,Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,320,1598,136,4000,2250,"10,9",200,5,Belirtilmemiş
127,782000,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2015,115000,Düz,Dizel,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,320,1598,105,4000,1750,"11,3",185,"4,4",2 boyalı
128,495000,Volkswagen,Polo,1.2 Trendline,2011,215000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,3,112,1198,70,5400,3000,"14,1",165,"5,5",2 değişen
129,1035000,BMW,3 Serisi,316i Technology,2014,152000,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,220,1598,136,4350,1350,"9,2",210,"5,8",Belirtilmemiş
130,935000,Renault,Megane,1.3 TCe Joy,2019,48000,Düz,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1332,140,5000,1600,"9,7",205,"5,5",Tamamı orjinal
131,2149750,BMW,3 Serisi,320i First Edition Sport Line,2019,76960,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,250,1597,170,5000,2000,"7,7",232,6,Tamamı orjinal
132,27400000,Mercedes - Benz,Maybach S,S 560,2023,0,Otomatik,Benzin,Sedan,Garantisi Var,Yetkili Bayiden,4WD (Sürekli),8,700,3982,469,5500,2000,"4,9",250,"9,3",Belirtilmemiş
133,372500,Chevrolet,Aveo,1.2 SE,2011,230000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,114,1206,84,6000,4400,"12,8",170,"5,5",Tamamı orjinal
134,657000,Fiat,Egea,1.3 Multijet Urban,2017,164000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1","2 değişen, 1 boyalı"
135,455000,Opel,Corsa,1.4 Enjoy,2004,257000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,125,1389,90,,,13,170,"7,9",Belirtilmemiş
136,415000,Hyundai,Elantra,1.6 GLS,2001,201000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,143,1599,107,5800,3000,11,182,"7,4","1 değişen, 4 boyalı"
137,1094750,Renault,Megane,1.5 Blue DCI Touch,2019,56231,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1461,115,3750,2000,"10,8",197,"4,2",Belirtilmemiş
138,1099750,Renault,Megane,1.5 Blue DCI Touch,2019,56159,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1461,115,3750,2000,"10,8",197,"4,2",Tamamı orjinal
139,999950,Renault,Megane,1.5 Blue DCI Touch,2019,79675,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1461,115,3750,2000,"10,8",197,"4,2",1 değişen
140,733000,Dacia,Sandero,1.5 dCi Stepway Style,2018,123000,Düz,Dizel,Hatchback/5,Garantisi Yok,Sahibinden,Önden Çekiş,4,220,1461,90,4000,1750,"11,8",167,4,Tamamı orjinal
141,1069750,Renault,Megane,1.5 Blue DCI Touch,2019,71111,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1461,115,3750,2000,"10,8",197,"4,2",Tamamı orjinal
142,1096750,Renault,Megane,1.5 Blue DCI Touch,2020,59550,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1461,115,3750,2000,"10,8",197,"4,2",Tamamı orjinal
143,675000,Opel,Astra,1.6 Sport,2010,205000,Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,155,1598,115,6000,4000,"13,3",182,"7,1",4 boyalı
144,980000,Renault,Megane,1.5 dCi Icon,2018,58000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Var,Sahibinden,Önden Çekiş,4,250,1461,110,4000,1750,"12,3",187,"3,7",Tamamı orjinal
145,639900,Dacia,Sandero,1.5 dCi Stepway,2014,108000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"11,8",167,4,Tamamı orjinal
146,512900,Honda,Civic,1.6 i-VTEC Elegance,2008,255000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,152,1595,125,6500,4200,"10,3",192,"7,1","1 değişen, 12 boyalı"
147,379900,Ford,Fiesta,1.4 TDCi Comfort,2007,259000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,160,1399,68,4000,2000,15,164,"4,3",Tamamı orjinal
148,210000,Tofaş,Doğan,SLX,1994,89000,Düz,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,4,125,1581,83,5800,3000,"13,2",170,,Belirtilmemiş
149,580000,Renault,Fluence,1.5 dCi Touch,2013,200000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,90,4000,1750,13,180,"4,5","1 değişen, 6 boyalı"
150,275000,Tofaş,Şahin,1.6,1994,300000,Düz,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,4,122,1581,51 - 75 HP,5500,3250,,,,Tamamı orjinal
151,1750000,Volkswagen,Passat,1.5 TSi Business,2020,71000,Yarı Otomatik,Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,250,1498,150,5000,1500,"8,6",213,"5,3",Tamamı orjinal
152,2750000,Lexus,ES,300h Business Plus,2019,174500,Otomatik,LPG & Benzin,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,221,2494,178,5700,3600,"10,2",180,"4,7","3 değişen, 2 boyalı"
153,1125000,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2015,149000,Yarı Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1395,150,5000,1500,"8,4",220,"5,1",Belirtilmemiş
154,260000,Renault,Megane,1.6 RTE,1999,400000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,148,1598,107,,,"9,8",195,7,Belirtilmemiş
155,1440000,BMW,5 Serisi,520d Gran Turismo Luxury Line,2012,205000,Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Arkadan İtiş,6,380,1995,184,4000,1750,"8,9",213,"5,3",Tamamı orjinal
156,480000,Volvo,S40,1.6 D,2005,340000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1560,109,4000,1750,12,190,"4,9",Belirtilmemiş
157,335000,Opel,Corsa,1.4 GLS,1997,248000,Otomatik,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,120,1389,90,,,"13,6",172,"8,2",3 değişen
158,1025000,Opel,Insignia,1.6 T Edition Elegance,2015,213250,Otomatik,Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,260,1598,170,6000,4500,"9,9",210,7,"2 değişen, 7 boyalı"
159,145000,Tofaş,Kartal,SL,1990,111111,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Galeriden,Arkadan İtiş,4,131,1581,83,5800,3250,,168,,Belirtilmemiş
160,437500,Renault,Megane,1.5 dCi Privilege,2008,290000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,240,1461,106,4000,1900,"11,2",186,"4,7",2 boyalı
161,975000,Jaguar,XF,2.7 D Premium Luxury,2008,225000,Otomatik,Dizel,Sedan,Garantisi Var,Galeriden,Arkadan İtiş,6,435,2720,207,4000,1900,"8,2",229,"7,5",Belirtilmemiş
162,447000,Fiat,Linea,1.3 Multijet Easy,2014,214000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Belirtilmemiş
163,535000,Ford,Fiesta,1.5 TDCi Trend X,2014,230000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,185,1498,75,4000,1700,"13,5",167,"3,7",Tamamı orjinal
164,478000,Dacia,Sandero,1.5 dCi Ambiance,2012,147000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,75,4000,1750,"14,6",164,"3,9",3 boyalı
165,430000,Fiat,Linea,1.3 Multijet Actual Plus,2014,171000,Düz,Dizel,Sedan,Garantisi Var,Galeriden,Önden Çekiş,4,200,1248,95,4000,1500,"13,8",170,"4,9",Belirtilmemiş
166,362500,Opel,Astra,1.4 Classic,2006,255000,Düz,Benzin,Hatchback/5,Garantisi Var,Galeriden,Önden Çekiş,4,125,1364,90,,,13,180,"7,2",Belirtilmemiş
167,"660000 
                                        


                                645500",Volvo,S40,1.6 D Dynamic,2010,260000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,270,1560,115,3600,2500,"11,4",195,"4,3",Belirtilmemiş
168,194500,Kia,Pride,1.3 GLXi,2000,136000,Düz,LPG & Benzin,Station wagon,Garantisi Yok,Galeriden,Önden Çekiş,4,102,1324,64,5500,4000,"11,8",150,"6,8",Belirtilmemiş
169,2610000,Volkswagen,Arteon,2.0 TDI R Line,2019,98000,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Var,Galeriden,4WD (Sürekli),4,500,1968,240,4000,1750,"6,5",245,"5,9",Tamamı orjinal
170,248000,Skoda,Felicia,1.3 GLXi,2001,192000,Düz,LPG & Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,106,1289,68,,,"13,5",162,"6,7",Belirtilmemiş
171,435000,Hyundai,Getz,1.5 CRDi VGT,2010,240000,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,235,1493,110,4000,1900,"11,1",180,"4,5",Belirtilmemiş
172,425000,Toyota,Corolla,1.4 D-4D Terra,2006,347200,Düz,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,190,1364,90,3000,1800,"13,3",180,"4,8",Belirtilmemiş
173,2800000,Mercedes - Benz,E,220 D AMG,2017,177000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,4WD (Sürekli),4,400,1950,194,3800,1600,"7,5",239,"4,8","1 değişen, 1 boyalı"
174,380000,Fiat,Albea,Sole 1.4 Fire Active Plus,2010,235000,Düz,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,115,1368,77,6000,3000,"13,5",162,"6,2",3 boyalı
175,280000,Opel,Corsa,1.4 Swing,1997,245000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,120,1389,90,,,"12,5",180,"7,4",4 boyalı
176,990000,Renault,Megane,1.5 dCi Touch,2018,97000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1461,110,4000,1750,"12,5",190,"3,8",Tamamı orjinal
177,730000,Renault,Fluence,1.5 dCi Touch,2015,124000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1461,90,4000,1750,13,180,"4,5",Belirtilmemiş
178,1250000,BMW,5 Serisi,520d Exclusive,2011,297000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,380,1995,184,4000,2750,"8,1",225,"5,2","1 değişen, 4 boyalı"
179,1100000,BMW,3 Serisi,320d Technology,2014,309000,Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Arkadan İtiş,4,380,1995,184,4000,1750,"7,6",230,"4,4",2 boyalı
180,765000,Fiat,Egea,1.6 Multijet Easy,2019,113000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,320,1598,120,3750,1750,"9,8",200,"3,9",1 değişen
181,561000,Nissan,Micra,1.2 Passion,2010,140000,Otomatik,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,110,1240,80,5200,3600,"17,9",145,"6,6",5 boyalı
182,450000,Opel,Corsa,1.3 CDTI Essentia,2013,168000,Düz,Dizel,Hatchback/3,Garantisi Yok,Galeriden,Önden Çekiş,4,190,1248,75,4000,1750,"14,9",163,"4,2","2 değişen, 7 boyalı"
183,794000,Renault,Clio,1.5 dCi Touch,2018,117500,Yarı Otomatik,Dizel,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,9",176,"3,7",Tamamı orjinal
184,663000,Peugeot,301,1.5 BlueHDI Active,2019,128000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1499,102,3500,1750,"10,1",190,"3,9",Tamamı orjinal
185,675000,Fiat,Egea,1.3 Multijet Easy,2019,122000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Tamamı orjinal
186,623000,Ford,Focus,1.6 Comfort,2011,59000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,150,1596,100,4000,2000,"11,9",182,"6,7",Tamamı orjinal
187,"739000 
                                        


                                707000",Toyota,Avensis,2.0 Premium,2011,278000,Otomatik,LPG & Benzin,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,196,1987,152,6200,4000,10,205,7,Tamamı orjinal
188,1080000,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2013,182000,Yarı Otomatik,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,250,1598,105,4400,2500,"12,2",193,"4,7",Tamamı orjinal
189,669500,Fiat,Egea,1.3 Multijet Easy,2019,126500,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,200,1248,95,3750,1500,"11,7",183,"4,1",Tamamı orjinal
190,650000,Renault,Symbol,1.5 dCi Joy,2017,95000,Düz,Dizel,Sedan,Garantisi Yok,Galeriden,Önden Çekiş,4,220,1461,90,4000,1750,"12,2",167,"3,9",Belirtilmemiş
191,427000,Suzuki,Splash,1.2 GLS,2010,155000,Düz,Benzin,Hatchback/5,Garantisi Yok,Galeriden,Önden Çekiş,4,114,1242,95,5500,4500,"12,3",175,"5,5",Belirtilmemiş
